Position_n,frame_i_yeaz,Cell_ID,is_cell_dead_yeaz,is_cell_excluded_yeaz,x_centroid_yeaz,y_centroid_yeaz,editIDclicked_x_yeaz,editIDclicked_y_yeaz,editIDnewID_yeaz,cell_cycle_stage_yeaz,generation_num_yeaz,relative_ID_yeaz,relationship_yeaz,emerg_frame_i_yeaz,division_frame_i_yeaz,is_history_known_yeaz,corrected_assignment_yeaz,cell_area_pxl_yeaz,cell_vol_vox_yeaz,cell_area_um2_yeaz,cell_vol_fl_yeaz,frame_i_cellpose,is_cell_dead_cellpose,is_cell_excluded_cellpose,x_centroid_cellpose,y_centroid_cellpose,editIDclicked_x_cellpose,editIDclicked_y_cellpose,editIDnewID_cellpose,cell_cycle_stage_cellpose,generation_num_cellpose,relative_ID_cellpose,relationship_cellpose,emerg_frame_i_cellpose,division_frame_i_cellpose,is_history_known_cellpose,corrected_assignment_cellpose,cell_area_pxl_cellpose,cell_vol_vox_cellpose,cell_area_um2_cellpose,cell_vol_fl_cellpose
Position_13,0,3,False,False,496,188,,,-1,G1,2,-1,mother,-1,-1,False,False,5231,270863.5498,27.49240985,103.2030899,0,False,False,497,190,,,-1,S,2,8,mother,-1,-1,False,False,4678,238719.2354,24.58602433,90.95562223
Position_13,0,4,False,False,501,253,,,-1,G1,2,-1,mother,-1,-1,False,False,3235,118973.7812,17.0020925,45.3308016,0,False,False,502,251,,,-1,G1,2,-1,mother,-1,-1,False,False,2995,111807.2248,15.7407317,42.60023574
Position_13,0,5,False,False,333,597,,,-1,G1,2,-1,mother,-1,-1,False,False,397,5259.404385,2.086500996,2.003912243,0,False,False,334,596,,,-1,S,0,6,bud,-1,-1,False,False,377,4472.589876,1.981387596,1.704124071
Position_13,0,6,False,False,330,641,,,-1,G1,2,-1,mother,-1,-1,False,False,3938,178221.0448,20.69682852,67.90490092,0,False,False,331,639,,,-1,S,2,5,mother,-1,-1,False,False,3793,167756.3718,19.93475637,63.91770298
Position_13,0,7,False,False,556,742,,,-1,G1,2,-1,mother,-1,-1,False,False,3611,154156.8696,18.97822443,58.7360879,0,False,False,557,742,,,-1,S,2,9,mother,-1,-1,False,False,3250,137096.9925,17.08092755,52.23601792
Position_14,0,1,False,False,253,179,,,-1,G1,2,-1,mother,-1,-1,False,False,3432,143629.0231,18.03745949,54.72481992,0,False,False,253,180,,,-1,S,2,2,mother,-1,-1,False,False,3200,131683.1455,16.81814405,50.17326071
Position_14,0,2,False,False,252,233,,,-1,G1,2,-1,mother,-1,-1,False,False,2131,70137.50005,11.1998328,26.72344333,0,False,False,251,231,,,-1,S,0,1,bud,-1,-1,False,False,1898,60825.98784,9.97526169,23.17561701
Position_14,0,3,False,False,453,303,,,-1,G1,2,-1,mother,-1,-1,False,False,1448,37479.17299,7.610210183,14.2801291,0,False,False,453,307,,,-1,S,0,5,bud,-1,-1,False,False,1526,41955.27784,8.020152444,15.98559243
Position_14,0,4,False,False,516,309,,,-1,G1,2,-1,mother,-1,-1,False,False,3841,177527.13,20.18702853,67.64050894,0,False,False,514,309,,,-1,S,2,6,mother,-1,-1,False,False,3611,156907.8183,18.97822443,59.78424077
Position_14,0,5,False,False,408,340,,,-1,G1,2,-1,mother,-1,-1,False,False,3581,145841.4424,18.82055433,55.56778497,0,False,False,411,341,,,-1,S,2,3,mother,-1,-1,False,False,3303,133414.5018,17.35947806,50.83293355
Position_14,0,6,False,False,471,349,,,-1,G1,2,-1,mother,-1,-1,False,False,2031,62318.95816,10.6742658,23.74446118,0,False,False,469,346,,,-1,S,0,4,bud,-1,-1,False,False,2180,72345.27914,11.45736063,27.5646404
Position_14,0,7,False,False,414,399,,,-1,G1,2,-1,mother,-1,-1,False,False,3282,121211.1084,17.24910899,46.18325693,0,False,False,413,397,,,-1,G1,2,-1,mother,-1,-1,False,False,3039,116476.0265,15.97198118,44.37911945
Position_14,0,8,False,False,207,618,,,-1,G1,2,-1,mother,-1,-1,False,False,3628,159298.8683,19.06757082,60.69526682,0,False,False,208,618,,,-1,S,2,9,mother,-1,-1,False,False,3251,137951.9085,17.08618322,52.56175379
Position_14,0,9,False,False,238,672,,,-1,G1,2,-1,mother,-1,-1,False,False,2689,98798.90484,14.13249667,37.64387001,0,False,False,238,670,,,-1,S,0,8,bud,-1,-1,False,False,2604,94167.2781,13.68576472,35.8791505
Position_15,0,1,False,False,205,109,,,-1,G1,2,-1,mother,-1,-1,False,False,3464,151472.5058,18.20564094,57.71330489,0,False,False,205,109,,,-1,S,2,2,mother,-1,-1,False,False,3363,144312.5773,17.67481826,54.98526437
Position_15,0,2,False,False,239,154,,,-1,G1,2,-1,mother,-1,-1,False,False,2240,76671.38856,11.77270084,29.21295321,0,False,False,238,153,,,-1,S,0,1,bud,-1,-1,False,False,2313,81144.21694,12.15636475,30.91716816
Position_15,0,3,False,False,230,283,,,-1,G1,2,-1,mother,-1,-1,False,False,3187,130919.0781,16.74982034,49.88213954,0,False,False,232,283,,,-1,G1,2,-1,mother,-1,-1,False,False,3195,132315.028,16.7918657,50.41401747
Position_15,0,4,False,False,319,288,,,-1,G1,2,-1,mother,-1,-1,False,False,235,2601.908067,1.235082454,0.991366141,0,False,False,323,289,593.0,689.0,4,S,0,5,bud,-1,-1,False,False,412,4550.668746,2.165336047,1.733873296
Position_15,0,5,False,False,357,298,,,-1,G1,2,-1,mother,-1,-1,False,False,3548,148419.0155,18.64711722,56.54987913,0,False,False,359,298,359.0,298.0,5,S,2,4,mother,-1,-1,False,False,3631,154989.0667,19.08333783,59.05316754
Position_15,0,6,False,False,593,689,,,-1,G1,2,-1,mother,-1,-1,False,False,3464,142779.5292,18.20564094,54.40114997,0,False,False,593,689,593.0,689.0,6,S,2,7,mother,-1,-1,False,False,3579,147334.6269,18.81004299,56.13671076
Position_15,0,7,False,False,589,751,,,-1,G1,2,-1,mother,-1,-1,False,False,1865,55341.0202,9.80182458,21.08576177,0,False,False,591,750,591.0,750.0,7,S,0,6,bud,-1,-1,False,False,1923,57952.08953,10.10665344,22.08061849
Position_16,0,1,False,False,368,332,,,-1,G1,2,-1,mother,-1,-1,False,False,3646,163204.3496,19.16217288,62.18331397,0,False,False,368,333,,,-1,S,2,2,mother,-1,-1,False,False,3332,139629.1091,17.51189249,53.20079245
Position_16,0,2,False,False,336,379,,,-1,G1,2,-1,mother,-1,-1,False,False,2079,68859.02418,10.92653796,26.23632478,0,False,False,337,378,,,-1,S,0,1,bud,-1,-1,False,False,1821,56061.7458,9.570575099,21.36036907
Position_16,0,3,False,False,297,553,,,-1,G1,2,-1,mother,-1,-1,False,False,3904,179736.8639,20.51813574,68.48245082,0,False,False,297,552,,,-1,G1,2,-1,mother,-1,-1,False,False,3832,173465.7734,20.1397275,66.09307093
Position_17,0,1,False,False,321,117,,,-1,G1,2,-1,mother,-1,-1,False,False,4326,212716.7009,22.73602849,81.04826518,0,False,False,322,117,,,-1,S,2,2,mother,-1,-1,False,False,3921,180237.8647,20.60748213,68.67333968
Position_17,0,2,False,False,306,178,,,-1,G1,2,-1,mother,-1,-1,False,False,2606,98102.13925,13.69627606,37.37839183,0,False,False,306,178,,,-1,S,0,1,bud,-1,-1,False,False,2268,75860.93899,11.9198596,28.90415973
Position_17,0,3,False,False,688,517,,,-1,G1,2,-1,mother,-1,-1,False,False,3012,123314.9297,15.83007809,46.98484454,0,False,False,689,518,,,-1,G1,2,-1,mother,-1,-1,False,False,2622,100074.2932,13.78036678,38.12981217
Position_18,0,1,False,False,403,124,,,-1,G1,2,-1,mother,-1,-1,False,False,4621,225468.5122,24.28645114,85.90689724,0,False,False,404,125,,,-1,S,2,2,mother,-1,-1,False,False,4551,223220.0792,23.91855424,85.05021043
Position_18,0,2,False,False,420,172,,,-1,G1,2,-1,mother,-1,-1,False,False,736,13995.44679,3.868173132,5.332475908,0,False,False,420,173,,,-1,S,0,1,bud,-1,-1,False,False,826,15645.15063,4.341183433,5.961037903
Position_18,0,3,False,False,610,644,,,-1,G1,2,-1,mother,-1,-1,False,False,5171,266638.3947,27.17706965,101.5932422,0,False,False,611,645,,,-1,S,2,4,mother,-1,-1,False,False,4656,232178.3094,24.47039959,88.46343099
Position_18,0,4,False,False,616,710,,,-1,G1,2,-1,mother,-1,-1,False,False,2853,112014.1251,14.99442656,42.67906788,0,False,False,616,709,,,-1,S,0,3,bud,-1,-1,False,False,2662,102169.0386,13.99059358,38.9279417
Position_19,0,1,False,False,272,153,,,-1,G1,2,-1,mother,-1,-1,False,False,3954,182861.1644,20.78091924,69.67285635,0,False,False,272,154,,,-1,S,2,2,mother,-1,-1,False,False,3821,169838.5929,20.08191513,64.71106054
Position_19,0,2,False,False,257,198,,,-1,G1,2,-1,mother,-1,-1,False,False,452,6835.676956,2.375562847,2.604495821,0,False,False,255,198,255.0,198.0,2,S,0,1,bud,-1,-1,False,False,365,5104.841887,1.918319556,1.945021604
Position_19,0,3,False,False,282,653,,,-1,G1,2,-1,mother,-1,-1,False,False,3427,143334.4577,18.01118114,54.61258608,0,False,False,282,655,282.0,655.0,3,S,2,5,mother,-1,-1,False,False,3045,119278.5086,16.0035152,45.44690733
Position_19,0,4,False,False,439,676,,,-1,G1,2,-1,mother,-1,-1,False,False,3340,133374.7343,17.55393785,50.8177815,0,False,False,439,676,430.0,727.0,4,S,2,6,mother,-1,-1,False,False,3012,118004.4479,15.83007809,44.96147102
Position_19,0,5,False,False,278,704,,,-1,G1,2,-1,mother,-1,-1,False,False,1467,40304.50077,7.710067913,15.35662151,0,False,False,278,704,278.0,704.0,5,S,0,3,bud,-1,-1,False,False,1373,36995.04936,7.216034932,14.09567071
Position_19,0,6,False,False,429,728,,,-1,G1,2,-1,mother,-1,-1,False,False,2331,76903.50584,12.25096681,29.30139339,0,False,False,430,727,282.0,655.0,6,S,0,4,bud,-1,-1,False,False,2112,70174.07757,11.09997507,26.73737992
Position_20,0,1,False,False,154,145,,,-1,G1,2,-1,mother,-1,-1,False,False,3906,171214.167,20.52864708,65.23517498,0,False,False,155,148,,,-1,S,2,3,mother,-1,-1,False,False,3647,157792.896,19.16742855,60.1214687
Position_20,0,3,False,False,138,188,,,-1,G1,2,-1,mother,-1,-1,False,False,518,7871.699405,2.722437068,2.99923597,0,False,False,140,188,140.0,188.0,3,S,0,1,bud,-1,-1,False,False,373,4965.710835,1.960364916,1.892010579
Position_20,0,4,False,False,201,196,,,-1,G1,2,-1,mother,-1,-1,False,False,4714,240512.4872,24.77522846,91.63887819,0,False,False,199,196,199.0,196.0,4,S,2,6,mother,-1,-1,False,False,4289,204466.9558,22.5415687,77.90498811
Position_20,0,5,False,False,808,254,,,-1,G1,2,-1,mother,-1,-1,False,False,3051,117631.7438,16.03504922,44.81946515,0,False,False,811,252,526.0,371.0,5,G1,2,-1,mother,-1,-1,False,False,3298,138151.3828,17.33319971,52.63775651
Position_20,0,6,False,False,193,260,,,-1,G1,2,-1,mother,-1,-1,False,False,2858,109814.9838,15.02070491,41.84116193,0,False,False,194,259,194.0,259.0,6,S,0,4,bud,-1,-1,False,False,2576,97337.4491,13.53860596,37.08703337
Position_20,0,7,False,False,526,370,,,-1,G1,2,-1,mother,-1,-1,False,False,4872,254717.159,25.60562432,97.05107197,0,False,False,526,371,526.0,371.0,7,S,2,9,mother,-1,-1,False,False,4423,215595.288,23.24582848,82.14505017
Position_20,0,8,False,False,258,402,,,-1,G1,2,-1,mother,-1,-1,False,False,4604,224052.5194,24.19710475,85.36738266,0,False,False,258,403,258.0,403.0,8,S,2,10,mother,-1,-1,False,False,4073,189982.6907,21.40634398,72.38626505
Position_20,0,9,False,False,510,432,,,-1,G1,2,-1,mother,-1,-1,False,False,2575,96416.08325,13.53335029,36.73597912,0,False,False,510,432,510.0,432.0,9,S,0,7,bud,-1,-1,False,False,2313,80974.143,12.15636475,30.85236742
Position_20,0,10,False,False,259,463,,,-1,G1,2,-1,mother,-1,-1,False,False,2352,81836.00822,12.36133588,31.18075105,0,False,False,259,461,259.0,461.0,10,S,0,8,bud,-1,-1,False,False,2202,76886.37141,11.57298538,29.29486491
Position_21,0,1,False,False,276,162,,,-1,G1,2,-1,mother,-1,-1,False,False,3340,131134.8895,17.55393785,49.96436695,0,False,False,277,163,,,-1,S,2,2,mother,-1,-1,False,False,3135,124593.0971,16.4765255,47.47184554
Position_21,0,2,False,False,279,205,,,-1,G1,2,-1,mother,-1,-1,False,False,840,17682.45996,4.414762813,6.737283429,0,False,False,280,206,,,-1,S,0,1,bud,-1,-1,False,False,837,17323.78865,4.398995803,6.600624259
Position_21,0,3,False,False,459,631,,,-1,G1,2,-1,mother,-1,-1,False,False,3737,159269.428,19.64043885,60.68404964,0,False,False,459,632,,,-1,S,2,4,mother,-1,-1,False,False,3451,143733.1359,18.13731723,54.76448845
Position_21,0,4,False,False,462,688,,,-1,G1,2,-1,mother,-1,-1,False,False,2265,77937.88005,11.90409259,29.69550553,0,False,False,462,687,,,-1,S,0,3,bud,-1,-1,False,False,1978,62249.39796,10.39571529,23.71795769
Position_22,0,1,False,False,72,218,,,-1,G1,2,-1,mother,-1,-1,False,False,3091,120766.2613,16.24527602,46.01376352,0,False,False,73,219,,,-1,G1,2,-1,mother,-1,-1,False,False,2984,117227.2637,15.68291933,44.66535214
Position_22,0,2,False,False,573,230,,,-1,G1,2,-1,mother,-1,-1,False,False,3717,168567.9702,19.53532545,64.22693418,0,False,False,573,231,,,-1,S,2,3,mother,-1,-1,False,False,3290,140049.634,17.29115435,53.3610188
Position_22,0,3,False,False,539,278,,,-1,G1,2,-1,mother,-1,-1,False,False,2425,87617.92873,12.74499979,33.3837498,0,False,False,540,277,,,-1,S,0,2,bud,-1,-1,False,False,2190,72707.17431,11.50991734,27.70252791
Position_22,0,4,False,False,482,600,,,-1,G1,2,-1,mother,-1,-1,False,False,3959,171451.8427,20.80719759,65.325733,0,False,False,482,602,,,-1,S,2,5,mother,-1,-1,False,False,3681,155915.0576,19.34612133,59.405984
Position_22,0,5,False,False,479,666,,,-1,G1,2,-1,mother,-1,-1,False,False,2614,96440.42528,13.73832142,36.74525379,0,False,False,479,665,,,-1,S,0,4,bud,-1,-1,False,False,2332,79595.25054,12.25622248,30.32698864
Position_23,0,1,False,False,370,57,,,-1,G1,2,-1,mother,-1,-1,False,False,4248,191424.3707,22.32608623,72.93556685,0,False,False,369,59,369.0,59.0,1,G1,2,-1,mother,-1,-1,False,False,4038,190861.4515,21.22239552,72.72108614
Position_23,0,2,False,False,305,87,,,-1,G1,2,-1,mother,-1,-1,False,False,4153,186687.5305,21.82679758,71.13075942,0,False,False,309,87,,,-1,G1,2,-1,mother,-1,-1,False,False,4040,181546.8101,21.23290686,69.17206756
Position_23,0,3,False,False,370,108,,,-1,G1,2,-1,mother,-1,-1,False,False,733,13947.84999,3.852406122,5.314340808,0,False,False,370,109,,,-1,S,0,5,bud,-1,-1,False,False,1153,26384.24383,6.059787528,10.05279408
Position_23,0,4,False,False,414,114,,,-1,G1,2,-1,mother,-1,-1,False,False,2797,100349.5733,14.70010903,38.23469803,0,False,False,411,113,,,-1,G1,2,-1,mother,-1,-1,False,False,2537,87451.43059,13.33363483,33.32031151
Position_23,0,5,False,False,342,149,,,-1,G1,2,-1,mother,-1,-1,False,False,4302,184039.0125,22.60989241,70.12163419,0,False,False,341,149,,,-1,S,2,3,mother,-1,-1,False,False,3777,164345.8426,19.85066565,62.61824002
Position_23,0,6,False,False,569,167,,,-1,G1,2,-1,mother,-1,-1,False,False,4111,190579.7986,21.60605944,72.61377217,0,False,False,569,170,569.0,170.0,6,S,2,7,mother,-1,-1,False,False,3772,169330.6763,19.8243873,64.51753668
Position_23,0,7,False,False,526,178,,,-1,G1,2,-1,mother,-1,-1,False,False,437,6514.07599,2.296727797,2.481961012,0,False,False,528,181,528.0,181.0,7,S,0,6,bud,-1,-1,False,False,397,5041.860485,2.086500996,1.921024743
Position_23,0,8,False,False,629,194,,,-1,G1,2,-1,mother,-1,-1,False,False,3237,131146.5892,17.01260384,49.9688247,0,False,False,626,196,401.0,215.0,8,S,2,13,mother,-1,-1,False,False,2992,118682.1077,15.72496469,45.2196696
Position_23,0,9,False,False,536,207,,,-1,G1,2,-1,mother,-1,-1,False,False,550,9278.720632,2.890618509,3.535332238,0,False,False,539,208,,,-1,S,0,12,bud,-1,-1,False,False,723,14137.26691,3.799849422,5.386511509
Position_23,0,10,False,False,341,209,,,-1,G1,2,-1,mother,-1,-1,False,False,3727,148981.7433,19.58788215,56.76428688,0,False,False,343,208,343.0,208.0,10,S,2,21,mother,-1,-1,False,False,3130,118228.643,16.45024715,45.04689274
Position_23,0,11,False,False,403,216,,,-1,G1,2,-1,mother,-1,-1,False,False,2151,70851.92401,11.3049462,26.99564962,0,False,False,401,215,401.0,215.0,11,G1,2,-1,mother,-1,-1,False,False,1915,59602.08276,10.06460808,22.70929075
Position_23,0,12,False,False,578,240,,,-1,G1,2,-1,mother,-1,-1,False,False,4676,221543.2976,24.57551299,84.41133139,0,False,False,579,238,579.0,238.0,12,S,2,9,mother,-1,-1,False,False,4404,210880.0805,23.14597075,80.34848517
Position_23,0,13,False,False,639,246,,,-1,G1,2,-1,mother,-1,-1,False,False,1374,38093.56849,7.221290602,14.51422304,0,False,False,636,244,636.0,244.0,13,S,0,8,bud,-1,-1,False,False,1369,36003.09645,7.195012252,13.71772172
Position_23,0,14,False,False,529,264,,,-1,G1,2,-1,mother,-1,-1,False,False,439,6192.921863,2.307239137,2.359596455,0,False,False,533,266,533.0,266.0,14,S,0,15,bud,-1,-1,False,False,298,2923.154605,1.566189665,1.113765908
Position_23,0,15,False,False,552,302,,,-1,G1,2,-1,mother,-1,-1,False,False,3778,168610.6295,19.85592132,64.24318801,0,False,False,553,300,553.0,300.0,15,S,2,14,mother,-1,-1,False,False,3352,138758.7248,17.61700589,52.86916294
Position_23,0,16,False,False,419,428,,,-1,G1,2,-1,mother,-1,-1,False,False,3422,148828.2602,17.98490279,56.7058075,0,False,False,419,428,419.0,428.0,16,G1,2,-1,mother,-1,-1,False,False,2989,121086.5291,15.70919768,46.13579036
Position_23,0,17,False,False,575,655,,,-1,G1,2,-1,mother,-1,-1,False,False,3292,122128.4542,17.30166569,46.53277952,0,False,False,577,658,577.0,658.0,17,G1,2,-1,mother,-1,-1,False,False,2968,111893.7685,15.59882861,42.63321018
Position_23,0,18,False,False,583,725,,,-1,G1,2,-1,mother,-1,-1,False,False,6569,381487.4787,34.52449634,145.3524721,0,False,False,583,724,583.0,724.0,18,S,2,20,mother,-1,-1,False,False,5335,286878.8441,28.03899954,109.3051581
Position_23,0,19,False,False,361,779,,,-1,G1,2,-1,mother,-1,-1,False,False,6386,380321.714,33.56270872,144.9082982,0,False,False,363,781,626.0,196.0,19,G1,2,-1,mother,-1,-1,False,False,5199,274361.9747,27.32422841,104.5360425
Position_23,0,20,False,False,584,787,,,-1,G1,2,-1,mother,-1,-1,False,False,1774,52172.91974,9.323558608,19.87866781,0,False,False,584,784,533.0,266.0,20,S,0,18,bud,-1,-1,False,False,1720,52273.17281,9.039752428,19.91686573
Position_23,0,21,False,False,311,183,,,-1,G1,2,-1,mother,-1,-1,False,False,140,1186.209842,0.735793802,0.451963806,0,False,False,313,183,313.0,183.0,21,S,0,10,bud,-1,-1,False,False,246,2829.621816,1.292894824,1.078128508
